source_id,source_title,source_url,publisher_or_org,source_type,source_class,confidence,relevance_hint,evidence_count,run_count
real-8538349,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-482219,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-6886575,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-8130419,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3913406,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-7585441,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3542430,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-7325627,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-871509,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-9127489,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-6238311,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-2640916,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-1196372,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-635959,S&#227;o Jos - blog.cancaonova.com,https://blog.cancaonova.com/brasilia/files/2025/02/Roteiro-de-consagracao-a-Sao-Jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-4954940,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6406898,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-925718,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3234296,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9957711,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7371073,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6577769,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-714063,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7970783,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7707933,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5391774,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6501231,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9285063,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7313221,NOVENA_S&#195;O JOS&#201;_WHATSAPP - Comunidade Cat&#243;lica Shalom,https://comshalom.org/comunhaodebens/pdf/novena_sao_jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-201895,How Many Servings in a Gallon of Tea? A Comprehensive Guide,https://elevatingkitchen.com/how-many-servings-are-in-a-gallon-of-tea/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-2162499,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1174470,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1649564,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2797434,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8342141,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6042040,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4938271,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6539223,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4153592,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6031589,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1224621,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1875166,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8369211,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2206483,NOVENA A S&#195;O JOS&#201; - irmandadedocarmo.org,https://irmandadedocarmo.org/wp-content/uploads/2025/03/novena-a-sao-jose.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2643266,How Many Drinks in a Gallon of Tea: Your Quick Guide,https://meemawsrecipes.com/how-many-drinks-in-a-gallon-of-tea/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-9552530,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-3178524,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7202628,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-466621,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2843692,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7601220,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-633725,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-3027557,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-9730381,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-9913004,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-1814109,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2261474,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-267224,BACIA translation in English | Italian-English Dictionary ...,https://mobile-dictionary.reverso.net/italian-english/bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2431670,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6285380,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7826163,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6178929,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7319369,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3673997,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1021086,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8211939,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1695972,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2389183,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9227029,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4577371,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1839981,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3399047,Catequeses sobre S&#227;o Jos&#233; - Opus Dei,https://multimedia.opusdei.org/doc/pdf/Catequeses%20sobre%20Sao%20Jose%20-%20Papa%20Francisco20220312164116636121.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4602219,How Many Servings Are in a Gallon of Tea?,https://professionalteataster.com/how-many-servings-are-in-a-gallon-of-tea/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-2693641,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3423052,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-4276382,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-488363,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-7505180,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3449244,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-6493874,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-957276,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-1702729,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3917320,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
